country,is_urban,age,female,married,religion,relationship_to_hh_head,education_level,literate,can_add,can_divide,employed_last_year,employment_category_last_year,employment_type_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,has_insurance,has_investment,bank_interest_rate,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,can_call_viaphone,can_text_viaphone,can_use_internet_viaphone,active_bank_user,poverty_probability
F,TRUE,29,TRUE,TRUE,X,Head,2,FALSE,TRUE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.035
A,FALSE,60,FALSE,TRUE,Q,Head,0,FALSE,TRUE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.604
I,FALSE,35,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.886
C,TRUE,45,FALSE,TRUE,P,Spouse,0,FALSE,TRUE,FALSE,TRUE,employed,salaried,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.849
A,FALSE,23,TRUE,TRUE,Q,Son/Daughter,3,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.507
F,FALSE,57,FALSE,TRUE,O,Head,1,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.321
G,TRUE,28,FALSE,FALSE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,3,2,TRUE,TRUE,TRUE,TRUE,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.241
J,FALSE,39,TRUE,TRUE,Q,Spouse,3,TRUE,TRUE,TRUE,TRUE,employed,salaried,TRUE,FALSE,FALSE,0,1,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0
I,FALSE,40,FALSE,TRUE,Q,Sister/Brother,1,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,TRUE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.548
A,FALSE,30,TRUE,TRUE,Q,Spouse,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.969
G,FALSE,22,FALSE,FALSE,X,Son/Daughter,2,TRUE,FALSE,TRUE,FALSE,unemployed,not_working,TRUE,FALSE,FALSE,2,2,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.194
G,FALSE,17,FALSE,FALSE,X,Other,1,FALSE,TRUE,TRUE,FALSE,retired_or_disabled,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0.972
G,TRUE,24,FALSE,FALSE,X,Head,1,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.471
A,FALSE,36,FALSE,TRUE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.507
C,TRUE,45,FALSE,TRUE,P,Head,1,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.394
J,TRUE,77,TRUE,FALSE,X,Head,0,FALSE,TRUE,TRUE,FALSE,retired_or_disabled,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.772
J,FALSE,40,FALSE,FALSE,X,Head,1,FALSE,TRUE,FALSE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.453
F,TRUE,64,FALSE,TRUE,Q,Head,1,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.071
A,FALSE,38,FALSE,TRUE,Q,Head,0,FALSE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.949
G,TRUE,21,FALSE,FALSE,X,Sister/Brother,2,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,TRUE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.309
G,FALSE,27,FALSE,TRUE,Q,Head,0,FALSE,FALSE,FALSE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.883
G,FALSE,47,TRUE,FALSE,X,Son/Daughter,1,TRUE,TRUE,FALSE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,2,2,TRUE,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.814
J,FALSE,52,TRUE,TRUE,X,Head,0,FALSE,TRUE,FALSE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.826
J,FALSE,30,FALSE,TRUE,X,Head,1,FALSE,TRUE,FALSE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,1,2,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.6
D,FALSE,39,TRUE,FALSE,X,Spouse,0,FALSE,TRUE,FALSE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.999
C,FALSE,26,TRUE,TRUE,P,Other,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.939
I,FALSE,39,FALSE,TRUE,Q,Head,2,TRUE,TRUE,TRUE,FALSE,unemployed,not_working,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0.268
D,TRUE,38,TRUE,FALSE,Q,Head,1,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.271
F,FALSE,15,FALSE,FALSE,X,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.191
F,TRUE,40,FALSE,TRUE,Q,Head,2,FALSE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,TRUE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0.321
D,FALSE,26,TRUE,TRUE,X,Spouse,2,TRUE,TRUE,FALSE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.796
F,FALSE,50,TRUE,FALSE,X,Spouse,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,3,2,TRUE,TRUE,FALSE,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.321
J,TRUE,21,TRUE,FALSE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.026
I,TRUE,28,FALSE,TRUE,Q,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.26
A,TRUE,40,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.915
D,TRUE,23,TRUE,FALSE,Q,Spouse,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.796
G,TRUE,24,TRUE,TRUE,X,Spouse,1,FALSE,TRUE,FALSE,FALSE,housewife_or_student,not_working,FALSE,TRUE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.729
I,FALSE,46,TRUE,TRUE,Q,Spouse,0,FALSE,FALSE,FALSE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.886
C,TRUE,28,TRUE,FALSE,P,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.447
F,TRUE,17,FALSE,FALSE,X,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.071
J,TRUE,15,FALSE,FALSE,X,Son/Daughter,1,TRUE,TRUE,FALSE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.453
C,FALSE,25,TRUE,TRUE,P,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.185
A,TRUE,18,FALSE,FALSE,Q,Son/Daughter,0,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0.409
A,FALSE,25,TRUE,TRUE,Q,Spouse,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,3,2,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.997
J,FALSE,33,TRUE,FALSE,X,Father/Mother,2,TRUE,TRUE,FALSE,TRUE,employed,salaried,FALSE,TRUE,FALSE,2,2,TRUE,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.216
J,FALSE,37,FALSE,TRUE,X,Other,1,TRUE,TRUE,FALSE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.929
I,TRUE,32,FALSE,TRUE,Q,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.26
D,FALSE,24,TRUE,TRUE,X,Spouse,0,FALSE,FALSE,TRUE,FALSE,other,other,TRUE,FALSE,FALSE,1,2,FALSE,FALSE,TRUE,TRUE,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.612
G,TRUE,31,TRUE,FALSE,X,Head,1,TRUE,TRUE,TRUE,FALSE,other,other,TRUE,FALSE,FALSE,0,0,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.768
I,TRUE,26,FALSE,TRUE,Q,Head,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.728
A,FALSE,25,TRUE,TRUE,Q,Head,2,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.969
J,FALSE,59,FALSE,FALSE,X,Head,0,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,1,2,FALSE,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.715
C,FALSE,50,TRUE,TRUE,P,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.894
D,FALSE,36,FALSE,TRUE,Q,Head,2,TRUE,FALSE,FALSE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.95
C,FALSE,27,TRUE,TRUE,P,Spouse,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,TRUE,FALSE,1,2,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.017
A,FALSE,28,TRUE,TRUE,Q,Spouse,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.982
D,TRUE,25,TRUE,TRUE,Q,Spouse,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.757
D,FALSE,24,FALSE,FALSE,X,Son/Daughter,2,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,2,2,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.796
G,TRUE,28,TRUE,TRUE,X,Spouse,2,TRUE,TRUE,TRUE,FALSE,other,other,FALSE,TRUE,TRUE,3,2,TRUE,TRUE,TRUE,FALSE,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.54
G,FALSE,30,FALSE,FALSE,Q,Head,2,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.506
G,FALSE,23,FALSE,FALSE,X,Other,3,TRUE,TRUE,TRUE,FALSE,unemployed,not_working,TRUE,FALSE,FALSE,0,1,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.64
G,FALSE,37,TRUE,TRUE,X,Spouse,1,TRUE,TRUE,TRUE,TRUE,employed,salaried,TRUE,FALSE,FALSE,0,0,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.574
C,FALSE,34,FALSE,TRUE,P,Head,1,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,TRUE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.99
J,TRUE,27,TRUE,FALSE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,3,2,TRUE,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.049
F,TRUE,40,TRUE,TRUE,X,Head,1,FALSE,TRUE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0.321
D,FALSE,15,FALSE,FALSE,X,Son/Daughter,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.95
C,TRUE,35,FALSE,TRUE,P,Head,1,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,1,2,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.394
G,FALSE,19,FALSE,FALSE,X,Head,1,FALSE,TRUE,FALSE,FALSE,unemployed,not_working,TRUE,FALSE,FALSE,3,2,TRUE,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.506
A,FALSE,40,TRUE,FALSE,Q,Son/Daughter,2,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.843
F,FALSE,25,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.63
J,FALSE,17,TRUE,FALSE,X,Son/Daughter,1,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6
I,FALSE,49,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.117
C,FALSE,47,FALSE,FALSE,P,Head,2,TRUE,FALSE,FALSE,TRUE,employed,salaried,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,0.017
F,TRUE,30,TRUE,FALSE,X,Father/Mother,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,FALSE,FALSE,1,2,TRUE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0.071
C,TRUE,59,TRUE,FALSE,P,Spouse,2,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.849
A,FALSE,51,FALSE,TRUE,P,Head,0,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.633
G,FALSE,26,FALSE,TRUE,X,Head,2,TRUE,TRUE,TRUE,TRUE,employed,salaried,TRUE,TRUE,FALSE,2,2,TRUE,FALSE,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.656
F,FALSE,65,FALSE,TRUE,X,Head,1,FALSE,TRUE,FALSE,FALSE,retired_or_disabled,not_working,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.63
F,FALSE,43,TRUE,FALSE,X,Head,1,FALSE,TRUE,TRUE,TRUE,employed,irregular_seasonal,TRUE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.071
D,TRUE,35,FALSE,TRUE,Q,Head,1,TRUE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,TRUE,FALSE,2,2,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0.895
D,FALSE,61,TRUE,TRUE,X,Spouse,1,TRUE,FALSE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.612
C,FALSE,54,FALSE,TRUE,P,Father/Mother,0,TRUE,FALSE,FALSE,TRUE,employed,salaried,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.282
I,TRUE,60,FALSE,TRUE,Q,Head,1,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.035
I,FALSE,31,FALSE,TRUE,Q,Head,0,FALSE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.161
G,FALSE,65,TRUE,FALSE,X,Head,0,FALSE,TRUE,FALSE,FALSE,other,other,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.792
D,TRUE,56,TRUE,TRUE,Q,Spouse,0,FALSE,FALSE,TRUE,TRUE,employed,salaried,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895
D,FALSE,17,TRUE,FALSE,X,Other,1,TRUE,TRUE,TRUE,FALSE,unemployed,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.569
G,TRUE,21,TRUE,FALSE,X,Head,2,TRUE,TRUE,FALSE,TRUE,employed,salaried,FALSE,TRUE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0.42
F,FALSE,60,FALSE,TRUE,Q,Head,0,FALSE,TRUE,TRUE,TRUE,employed,self_employed,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.785
C,FALSE,42,TRUE,FALSE,P,Father/Mother,1,TRUE,TRUE,TRUE,TRUE,employed,salaried,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.751
D,FALSE,19,TRUE,TRUE,Q,Spouse,1,TRUE,TRUE,FALSE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.796
C,TRUE,35,TRUE,TRUE,P,Spouse,2,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.939
I,FALSE,26,TRUE,TRUE,Q,Spouse,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,1,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.117
F,FALSE,28,FALSE,FALSE,Q,Head,3,TRUE,TRUE,TRUE,TRUE,employed,self_employed,FALSE,FALSE,FALSE,3,2,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.321
I,FALSE,62,FALSE,TRUE,Q,Head,2,TRUE,TRUE,TRUE,FALSE,retired_or_disabled,not_working,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.728
G,FALSE,40,FALSE,TRUE,X,Head,0,FALSE,TRUE,TRUE,FALSE,other,other,TRUE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.946
C,FALSE,32,TRUE,TRUE,Q,Spouse,1,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.939
J,FALSE,38,FALSE,TRUE,X,Head,1,FALSE,TRUE,FALSE,FALSE,other,other,TRUE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.95
F,TRUE,25,FALSE,FALSE,Q,Head,2,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,TRUE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0.191
C,TRUE,28,FALSE,TRUE,P,Son/Daughter,2,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0.99
